Country,Year,FertilityRate,GDPperCapita ,LifeExpectancy ,MortalityRate,PopulationGrowth,CivilLiberties 
United States,1996,2,29967.7,76,9.2,1.2,1
United States,1997,2,31459.1,76.4,8.9,1.2,1
United States,1998,2,32853.7,76.6,8.8,1.2,1
United States,1999,2,34513.6,76.6,8.6,1.1,1
United States,2000,2.1,36334.9,76.6,8.4,1.1,1
United States,2001,2,37133.2,76.8,8.3,1,1
United States,2002,2,38023.2,76.9,8.2,0.9,1
United States,2003,2,39496.5,77,8.1,0.9,1
Uruguay,1968,2.8,574.3,68.6,56.2,0.9,3
Uruguay,1969,2.9,717.1,68.6,55.2,0.7,3
Uruguay,1970,2.9,760.6,68.6,54,0.5,3
Uruguay,1971,2.9,996.1,68.7,53.1,0.3,3
Uruguay,1972,3,776,68.7,53.2,0.1,3
Uruguay,1973,3,1404.7,68.8,54,0,4
Uruguay,1974,3,1448.3,68.9,54.9,0.1,5
Uruguay,1975,3,1250.2,69.1,55.2,0.2,5
Uruguay,1976,3,1290.6,69.3,54.4,0.4,5
Uruguay,1977,2.9,1440.2,69.5,52.1,0.5,6
Uruguay,1978,2.9,1707.5,69.7,48.5,0.7,6
Uruguay,1979,2.8,2480,70,44.1,0.7,6
Uruguay,1980,2.7,3486,70.3,39.6,0.7,6
Uruguay,1981,2.7,3764.8,70.5,35.8,0.7,5
Uruguay,1982,2.6,3107.4,70.8,32.9,0.7,5
Uruguay,1983,2.6,1716.2,71.1,30.9,0.6,4
Uruguay,1984,2.5,1620.9,71.3,29.5,0.6,4
Uruguay,1985,2.5,1571.3,71.6,28.5,0.6,2
Uruguay,1986,2.5,1940.2,71.8,27.4,0.6,2
Uruguay,1987,2.5,2415.9,72,26.2,0.6,2
Uruguay,1988,2.5,2676.5,72.2,25,0.6,2
Uruguay,1989,2.5,2732.3,72.4,23.8,0.6,2
Uruguay,1990,2.5,2990.4,72.6,22.9,0.7,2
Uruguay,1991,2.5,3578.3,72.8,22.2,0.7,2
Uruguay,1992,2.5,4082.5,73,21.7,0.7,2
Uruguay,1993,2.5,4721,73.2,21.3,0.7,2
Uruguay,1994,2.4,5458.9,73.4,21,0.7,2
Uruguay,1995,2.4,5985.1,73.6,20.5,0.7,2
Uruguay,1996,2.4,6317.6,73.9,19.9,0.7,2
Uruguay,1997,2.3,7329.9,74.1,19.1,0.7,2
Uruguay,1998,2.3,7713.6,74.3,18.3,0.6,2
Uruguay,1999,2.3,7250.3,74.5,17.5,0.5,2
Uruguay,2000,2.2,6875,74.7,17,0.4,1
Uruguay,2001,2.2,6284.5,74.9,16.5,0.2,1
Uruguay,2002,2.2,4090.9,75.2,16.2,0,1
Uruguay,2003,2.2,3624.2,75.4,15.7,-0.1,1
